"","year","variety_id","region","location"
"1731",1997,"kruger_seed_co-K_3000","region3","perry"
"1732",1997,"pioneer-92B91","region3","monmouth"
"1733",1997,"pioneer-92B91","region3","perry"
"1734",1997,"crows_hybrid_corn_co-23002","region3","monmouth"
"1735",1997,"crows_hybrid_corn_co-23002","region3","perry"
"1736",1997,"pioneer-9281","region3","monmouth"
"1737",1997,"pioneer-9281","region3","perry"
"1738",1997,"kruger_seed_co-K_2995","region3","monmouth"
"1739",1997,"kruger_seed_co-K_2995","region3","perry"
"1740",1997,"terra_international-TS_285","region3","monmouth"
"1741",1997,"terra_international-TS_285","region3","perry"
"1742",1997,"lg_seeds-LG_6298","region3","monmouth"
"1743",1997,"lg_seeds-LG_6298","region3","perry"
"1744",1997,"great_lakes_hybrids-GL_2912","region3","monmouth"
"1745",1997,"great_lakes_hybrids-GL_2912","region3","perry"
"1746",1997,"dairyland_seed_co-DSR_271_RR","region3","monmouth"
"1747",1997,"dairyland_seed_co-DSR_271_RR","region3","perry"
"1748",1997,"terra_international-E_267","region3","monmouth"
"1749",1997,"terra_international-E_267","region3","perry"
"1750",1997,"callahan_seeds-5290","region3","monmouth"
"1751",1997,"callahan_seeds-5290","region3","perry"
"1752",1997,"illinois_pride_genetics-SAVOY","region3","monmouth"
"1753",1997,"illinois_pride_genetics-SAVOY","region3","perry"
"1754",1997,"crows_hybrid_corn_co-25006","region3","monmouth"
"1755",1997,"crows_hybrid_corn_co-25006","region3","perry"
"1756",1997,"agripro_seeds-AP_2000","region3","monmouth"
"1757",1997,"agripro_seeds-AP_2000","region3","perry"
"1758",1997,"agripro_seeds-AP_2220","region3","monmouth"
"1759",1997,"agripro_seeds-AP_2220","region3","perry"
"1760",1997,"dairyland_seed_co-DSR_293_RR","region3","monmouth"
"1761",1997,"dairyland_seed_co-DSR_293_RR","region3","perry"
"1782",1997,"sieben_hybrids-296","region2","urbana"
"1783",1997,"great_lakes_hybrids-GL_2912","region2","monmouth"
"1784",1997,"great_lakes_hybrids-GL_2912","region2","urbana"
"1785",1997,"griffith_seed_co-PL_2885_N","region2","monmouth"
"1786",1997,"griffith_seed_co-PL_2885_N","region2","urbana"
"1787",1997,"kruger_seed_co-K_3131+","region2","monmouth"
"1808",1997,"kruger_seed_co-K_3032","region2","monmouth"
"1809",1997,"kruger_seed_co-K_3032","region2","urbana"
"1810",1997,"stine_seed_co-2788","region2","monmouth"
"1811",1997,"stine_seed_co-2788","region2","urbana"
"1812",1997,"pioneer-92B91","region2","monmouth"
"1813",1997,"pioneer-92B91","region2","urbana"
"1814",1997,"kruger_seed_co-K_3032+","region2","monmouth"
"1815",1997,"kruger_seed_co-K_3032+","region2","urbana"
"1828",1997,"stine_seed_co-2488","region2","monmouth"
"1829",1997,"stine_seed_co-2488","region2","urbana"
"1830",1997,"mavrick-8270","region2","monmouth"
"1831",1997,"mavrick-8270","region2","urbana"
"1832",1997,"griffith_seed_co-PL_2733","region2","monmouth"
"1833",1997,"griffith_seed_co-PL_2733","region2","urbana"
"1834",1997,"merschman_seeds-MOHAVE_III","region2","monmouth"
"1835",1997,"merschman_seeds-MOHAVE_III","region2","urbana"
"1836",1997,"great_lakes_hybrids-GL_2818","region2","monmouth"
"1837",1997,"great_lakes_hybrids-GL_2818","region2","urbana"
"1838",1997,"kruger_seed_co-K_2818+","region2","monmouth"
"1839",1997,"kruger_seed_co-K_2818+","region2","urbana"
"1840",1997,"kruger_seed_co-K_3040","region2","monmouth"
"1841",1997,"kruger_seed_co-K_3040","region2","urbana"
"1842",1997,"stine_seed_co-2870","region2","monmouth"
"1843",1997,"stine_seed_co-2870","region2","urbana"
"1844",1997,"uap_seeds-DG_3282","region2","monmouth"
"1845",1997,"uap_seeds-DG_3282","region2","urbana"
"1846",1997,"wilken_seed_grains-2592","region2","monmouth"
"1847",1997,"wilken_seed_grains-2592","region2","urbana"
"1848",1997,"crows_hybrid_corn_co-28003","region2","monmouth"
"1849",1997,"crows_hybrid_corn_co-28003","region2","urbana"
"1850",1997,"golden_harvest-X_282","region2","monmouth"
"1851",1997,"golden_harvest-X_282","region2","urbana"
"1852",1997,"wilken_seed_grains-WE_455","region2","monmouth"
"1853",1997,"wilken_seed_grains-WE_455","region2","urbana"
"1854",1997,"lg_seeds-LG_6288","region2","monmouth"
"1855",1997,"lg_seeds-LG_6288","region2","urbana"
"1856",1997,"kruger_seed_co-K_2918","region2","monmouth"
"1857",1997,"kruger_seed_co-K_2918","region2","urbana"
"1858",1997,"kruger_seed_co-K_2818","region2","monmouth"
"1859",1997,"kruger_seed_co-K_2818","region2","urbana"
"1860",1997,"prairie_brand_seed_co-PB_293","region2","monmouth"
"1861",1997,"prairie_brand_seed_co-PB_293","region2","urbana"
"1862",1997,"diener_seeds-DB_289","region2","monmouth"
"1863",1997,"diener_seeds-DB_289","region2","urbana"
"1864",1997,"uap_seeds-DG_3280","region2","monmouth"
"1865",1997,"uap_seeds-DG_3280","region2","urbana"
"1866",1997,"callahan_seeds-8275_X","region2","monmouth"
"1867",1997,"callahan_seeds-8275_X","region2","urbana"
"1868",1997,"callahan_seeds-5290","region2","urbana"
"1869",1997,"wilken_seed_grains-2516","region2","monmouth"
"1870",1997,"wilken_seed_grains-2516","region2","urbana"
"1871",1997,"agripro_seeds-AP_2000","region2","monmouth"
"1872",1997,"agripro_seeds-AP_2000","region2","urbana"
"1873",1997,"dairyland_seed_co-DSR_293_RR","region2","monmouth"
"1874",1997,"dairyland_seed_co-DSR_293_RR","region2","urbana"
"1875",1997,"uap_seeds-DG_UAPX_190","region2","monmouth"
"1876",1997,"uap_seeds-DG_UAPX_190","region2","urbana"
"1880",1997,"garst_seed_co-EX_7265","region2","urbana"
"1881",1997,"lg_seeds-LG_6298","region2","monmouth"
"1882",1997,"lg_seeds-LG_6298","region2","urbana"
"1883",1997,"dekalb_genetics_corp-CX_289","region2","monmouth"
"1884",1997,"dekalb_genetics_corp-CX_289","region2","urbana"
"1885",1997,"crows_hybrid_corn_co-25001","region2","monmouth"
"1886",1997,"crows_hybrid_corn_co-25001","region2","urbana"
"1887",1997,"kruger_seed_co-K_2995","region2","monmouth"
"1888",1997,"kruger_seed_co-K_2995","region2","urbana"
"1889",1997,"prairie_stream_farms-PSF_256","region2","monmouth"
"1890",1997,"prairie_stream_farms-PSF_256","region2","urbana"
"1891",1997,"wilken_seed_grains-WE_309","region2","monmouth"
"1892",1997,"wilken_seed_grains-WE_309","region2","urbana"
"1893",1997,"sieben_hybrids-286","region2","monmouth"
"1894",1997,"sieben_hybrids-286","region2","urbana"
"1895",1997,"agripro_seeds-AP_2220","region2","monmouth"
"1896",1997,"kruger_seed_co-K_3033","region2","monmouth"
"1897",1997,"kruger_seed_co-K_3033","region2","urbana"
"1898",1997,"gutwein_seeds-7266","region2","monmouth"
"1899",1997,"gutwein_seeds-7266","region2","urbana"
"1900",1997,"wilken_seed_grains-2580","region2","monmouth"
"1901",1997,"wilken_seed_grains-2580","region2","urbana"
"1902",1997,"sieben_hybrids-296","region2","monmouth"
"1903",1997,"wilken_seed_grains-WE_162","region2","monmouth"
"1904",1997,"wilken_seed_grains-WE_162","region2","urbana"
"1905",1997,"wilken_seed_grains-2458","region2","monmouth"
"1906",1997,"wilken_seed_grains-2458","region2","urbana"
"1907",1997,"callahan_seeds-5290","region2","monmouth"
"1936",1997,"agripro_seeds-AP_2220","region2","urbana"
"1937",1997,"jgl-JG_97","region2","monmouth"
"1938",1997,"jgl-JG_97","region2","urbana"
"1939",1997,"wilken_seed_grains-2565","region2","monmouth"
"1940",1997,"wilken_seed_grains-2565","region2","urbana"
"1941",1997,"illinois_pride_genetics-SAVOY","region2","monmouth"
"1942",1997,"illinois_pride_genetics-SAVOY","region2","urbana"
"1959",1998,"kruger_seed_co-K_3032","region3","perry"
"1960",1998,"kruger_seed_co-K_3032+","region3","monmouth"
"1961",1998,"illinois_pride_genetics-SAVOY","region3","monmouth"
"1962",1998,"illinois_pride_genetics-SAVOY","region3","perry"
"1963",1998,"kruger_seed_co-K_3032+","region3","perry"
"1964",1998,"kruger_seed_co-K_3033","region3","monmouth"
"1965",1998,"kruger_seed_co-K_2818+","region3","monmouth"
"1966",1998,"kruger_seed_co-K_2818+","region3","perry"
"1967",1998,"kruger_seed_co-K_2918","region3","monmouth"
"1968",1998,"kruger_seed_co-K_2918","region3","perry"
"1969",1998,"kruger_seed_co-K_3032","region3","monmouth"
"1970",1998,"stine_seed_co-2788","region3","monmouth"
"1971",1998,"stine_seed_co-2788","region3","perry"
"1972",1998,"stine_seed_co-2870_0","region3","monmouth"
"1973",1998,"stine_seed_co-2870_0","region3","perry"
"1974",1998,"stine_seed_co-2890_2","region3","monmouth"
"1975",1998,"stine_seed_co-2890_2","region3","perry"
"1976",1998,"kruger_seed_co-K_2818","region3","monmouth"
"1977",1998,"kruger_seed_co-K_2818","region3","perry"
"1978",1998,"kruger_seed_co-K_3131_STS","region3","perry"
"1979",1998,"kruger_seed_co-K_3414_SCN","region3","monmouth"
"1980",1998,"kruger_seed_co-K_3414_SCN","region3","perry"
"1981",1998,"stine_seed_co-2490_1","region3","monmouth"
"1982",1998,"stine_seed_co-2490_1","region3","perry"
"1983",1998,"great_lakes_hybrids-GL_2818","region3","monmouth"
"1984",1998,"great_lakes_hybrids-GL_2818","region3","perry"
"1985",1998,"great_lakes_hybrids-GL_2912","region3","monmouth"
"1986",1998,"great_lakes_hybrids-GL_2912","region3","perry"
"1987",1998,"hoblit_seed_co-HB_291","region3","monmouth"
"1988",1998,"hoblit_seed_co-HB_291","region3","perry"
"2001",1998,"kruger_seed_co-K_3033","region3","perry"
"2002",1998,"kruger_seed_co-K_3040","region3","monmouth"
"2003",1998,"kruger_seed_co-K_3040","region3","perry"
"2004",1998,"kruger_seed_co-K_3131_STS","region3","monmouth"
"2078",1998,"merschman_seeds-CHEYENNE_V","region2","urbana"
"2104",1998,"kruger_seed_co-K_3040","region2","urbana"
"2105",1998,"kruger_seed_co-K_3101","region2","monmouth"
"2106",1998,"kruger_seed_co-K_3101","region2","urbana"
"2107",1998,"kruger_seed_co-K_3131_STS","region2","monmouth"
"2108",1998,"kruger_seed_co-K_3131_STS","region2","urbana"
"2109",1998,"kruger_seed_co-K_3414_SCN","region2","monmouth"
"2110",1998,"kruger_seed_co-K_3414_SCN","region2","urbana"
"2111",1998,"latham_seed_co-950","region2","monmouth"
"2112",1998,"latham_seed_co-950","region2","urbana"
"2113",1998,"latham_seed_co-EX_894_STS","region2","monmouth"
"2114",1998,"latham_seed_co-EX_894_STS","region2","urbana"
"2115",1998,"lg_seeds-LG_6288","region2","monmouth"
"2116",1998,"lg_seeds-LG_6288","region2","urbana"
"2117",1998,"merschman_seeds-CHEYENNE_V","region2","monmouth"
"2126",1998,"callahan_seeds-8275","region3","monmouth"
"2127",1998,"callahan_seeds-8275","region3","perry"
"2128",1998,"crows_hybrid_corn_co-28003","region3","monmouth"
"2129",1998,"crows_hybrid_corn_co-28003","region3","perry"
"2130",1998,"dairyland_seed_co-DSR_277","region3","monmouth"
"2131",1998,"dairyland_seed_co-DSR_277","region3","perry"
"2132",1998,"dairyland_seed_co-DSR_300","region3","monmouth"
"2133",1998,"dairyland_seed_co-DSR_300","region3","perry"
"2134",1998,"dairyland_seed_co-DST_2329_N","region3","monmouth"
"2135",1998,"dairyland_seed_co-DST_2329_N","region3","perry"
"2136",1998,"dairyland_seed_co-DST_2332_STS","region3","monmouth"
"2137",1998,"dairyland_seed_co-DST_2332_STS","region3","perry"
"2138",1998,"diener_seeds-DB_269","region3","monmouth"
"2139",1998,"diener_seeds-DB_269","region3","perry"
"2140",1998,"diener_seeds-DB_289","region3","monmouth"
"2141",1998,"diener_seeds-DB_289","region3","perry"
"2142",1998,"diener_seeds-DBXV_929_S","region3","monmouth"
"2143",1998,"diener_seeds-DBXV_929_S","region3","perry"
"2144",1998,"golden_harvest-H_1282","region3","monmouth"
"2145",1998,"golden_harvest-H_1282","region3","perry"
"2180",1998,"terra_international-TS_277","region3","monmouth"
"2181",1998,"terra_international-TS_277","region3","perry"
"2362",1998,"agripro_seeds-AP_2595","region2","monmouth"
"2363",1998,"agripro_seeds-AP_2595","region2","urbana"
"2364",1998,"agripro_seeds-AP_2995","region2","monmouth"
"2365",1998,"agripro_seeds-AP_2995","region2","urbana"
"2366",1998,"callahan_seeds-8275","region2","monmouth"
"2367",1998,"callahan_seeds-8275","region2","urbana"
"2368",1998,"crows_hybrid_corn_co-24007","region2","monmouth"
"2369",1998,"crows_hybrid_corn_co-24007","region2","urbana"
"2370",1998,"crows_hybrid_corn_co-28003","region2","monmouth"
"2371",1998,"crows_hybrid_corn_co-28003","region2","urbana"
"2372",1998,"dairyland_seed_co-DSR_277","region2","monmouth"
"2373",1998,"dairyland_seed_co-DSR_277","region2","urbana"
"2374",1998,"dairyland_seed_co-DSR_300","region2","monmouth"
"2375",1998,"dairyland_seed_co-DSR_300","region2","urbana"
"2376",1998,"dairyland_seed_co-DST_2329_N","region2","monmouth"
"2377",1998,"dairyland_seed_co-DST_2329_N","region2","urbana"
"2378",1998,"dairyland_seed_co-DST_2332_STS","region2","monmouth"
"2379",1998,"dairyland_seed_co-DST_2332_STS","region2","urbana"
"2380",1998,"dekalb_genetics_corp-CX_277","region2","monmouth"
"2381",1998,"dekalb_genetics_corp-CX_277","region2","urbana"
"2382",1998,"dekalb_genetics_corp-CX_284_C","region2","monmouth"
"2383",1998,"dekalb_genetics_corp-CX_284_C","region2","urbana"
"2384",1998,"dekalb_genetics_corp-CX_295","region2","monmouth"
"2385",1998,"dekalb_genetics_corp-CX_295","region2","urbana"
"2386",1998,"diener_seeds-DB_269","region2","monmouth"
"2387",1998,"diener_seeds-DB_269","region2","urbana"
"2388",1998,"diener_seeds-DB_280_C","region2","monmouth"
"2389",1998,"diener_seeds-DB_280_C","region2","urbana"
"2390",1998,"diener_seeds-DB_289","region2","monmouth"
"2391",1998,"diener_seeds-DB_289","region2","urbana"
"2392",1998,"diener_seeds-DBXV_9261_C","region2","monmouth"
"2393",1998,"diener_seeds-DBXV_9261_C","region2","urbana"
"2394",1998,"diener_seeds-DBXV_929_S","region2","monmouth"
"2395",1998,"diener_seeds-DBXV_929_S","region2","urbana"
"2396",1998,"garst_seed_co-D_265","region2","monmouth"
"2397",1998,"garst_seed_co-D_265","region2","urbana"
"2398",1998,"golden_harvest-H_1282","region2","monmouth"
"2399",1998,"golden_harvest-H_1282","region2","urbana"
"2400",1998,"great_lakes_hybrids-GL_2451","region2","monmouth"
"2401",1998,"great_lakes_hybrids-GL_2451","region2","urbana"
"2402",1998,"great_lakes_hybrids-GL_2539","region2","monmouth"
"2403",1998,"great_lakes_hybrids-GL_2539","region2","urbana"
"2404",1998,"great_lakes_hybrids-GL_2818","region2","monmouth"
"2405",1998,"great_lakes_hybrids-GL_2818","region2","urbana"
"2406",1998,"growmark-HS_2561","region2","monmouth"
"2407",1998,"growmark-HS_2561","region2","urbana"
"2408",1998,"growmark-HS_2861","region2","monmouth"
"2409",1998,"growmark-HS_2861","region2","urbana"
"2410",1998,"gutwein_seeds-7266","region2","monmouth"
"2411",1998,"gutwein_seeds-7266","region2","urbana"
"2412",1998,"hoblit_seed_co-HB_291","region2","monmouth"
"2413",1998,"hoblit_seed_co-HB_291","region2","urbana"
"2414",1998,"illinois_pride_genetics-SAVOY","region2","monmouth"
"2415",1998,"illinois_pride_genetics-SAVOY","region2","urbana"
"2416",1998,"kruger_seed_co-K_2808+","region2","monmouth"
"2417",1998,"kruger_seed_co-K_2808+","region2","urbana"
"2418",1998,"kruger_seed_co-K_2818","region2","monmouth"
"2419",1998,"kruger_seed_co-K_2818","region2","urbana"
"2420",1998,"kruger_seed_co-K_2918","region2","monmouth"
"2421",1998,"kruger_seed_co-K_2918","region2","urbana"
"2422",1998,"kruger_seed_co-K_3032","region2","monmouth"
"2423",1998,"kruger_seed_co-K_3032","region2","urbana"
"2424",1998,"kruger_seed_co-K_3032+","region2","monmouth"
"2425",1998,"kruger_seed_co-K_3032+","region2","urbana"
"2426",1998,"kruger_seed_co-K_3033","region2","monmouth"
"2427",1998,"kruger_seed_co-K_3033","region2","urbana"
"2428",1998,"kruger_seed_co-K_3040","region2","monmouth"
"2429",1998,"twin_states_seed_co-TS_267","region2","monmouth"
"2430",1998,"twin_states_seed_co-TS_267","region2","urbana"
"2431",1998,"wilken_seed_grains-2458","region2","monmouth"
"2432",1998,"wilken_seed_grains-2458","region2","urbana"
"2433",1998,"wilken_seed_grains-2573","region2","monmouth"
"2434",1998,"wilken_seed_grains-2573","region2","urbana"
"2435",1998,"wilken_seed_grains-2575","region2","monmouth"
"2436",1998,"wilken_seed_grains-2575","region2","urbana"
"2437",1998,"wilken_seed_grains-2586_N","region2","monmouth"
"2438",1998,"wilken_seed_grains-2586_N","region2","urbana"
"2439",1998,"wilken_seed_grains-2592","region2","monmouth"
"2440",1998,"wilken_seed_grains-2592","region2","urbana"
"2441",1998,"wilken_seed_grains-2681_CN","region2","monmouth"
"2442",1998,"wilken_seed_grains-2681_CN","region2","urbana"
"2443",1998,"merschman_seeds-MOHAVE_IV","region2","monmouth"
"2444",1998,"merschman_seeds-MOHAVE_IV","region2","urbana"
"2445",1998,"merschman_seeds-SAUK_VI","region2","monmouth"
"2446",1998,"merschman_seeds-SAUK_VI","region2","urbana"
"2447",1998,"prairie_brand_seed_co-PB_293","region2","monmouth"
"2448",1998,"prairie_brand_seed_co-PB_293","region2","urbana"
"2449",1998,"renk_seed_co-RS_2797","region2","monmouth"
"2450",1998,"renk_seed_co-RS_2797","region2","urbana"
"2451",1998,"sieben_hybrids-286","region2","monmouth"
"2452",1998,"sieben_hybrids-286","region2","urbana"
"2453",1998,"sieben_hybrids-288","region2","monmouth"
"2454",1998,"sieben_hybrids-288","region2","urbana"
"2455",1998,"sieben_hybrids-298","region2","monmouth"
"2456",1998,"sieben_hybrids-298","region2","urbana"
"2457",1998,"stine_seed_co-2490_1","region2","monmouth"
"2458",1998,"stine_seed_co-2490_1","region2","urbana"
"2459",1998,"stine_seed_co-2499_0","region2","monmouth"
"2460",1998,"stine_seed_co-2499_0","region2","urbana"
"2461",1998,"stine_seed_co-2788","region2","monmouth"
"2462",1998,"stine_seed_co-2788","region2","urbana"
"2463",1998,"stine_seed_co-2870_0","region2","monmouth"
"2464",1998,"stine_seed_co-2870_0","region2","urbana"
"2465",1998,"stine_seed_co-2890_2","region2","monmouth"
"2466",1998,"stine_seed_co-2890_2","region2","urbana"
"2467",1998,"terra_international-TS_277","region2","monmouth"
"2468",1998,"terra_international-TS_277","region2","urbana"
"2641",1999,"diener_seeds-DB_2983_RR","region3","perry"
"2642",1999,"garst_seed_co-D_294_RR/N","region3","monmouth"
"2643",1999,"garst_seed_co-D_294_RR/N","region3","perry"
"2644",1999,"great_lakes_hybrids-GL_2809_RR","region3","monmouth"
"2645",1999,"great_lakes_hybrids-GL_2809_RR","region3","perry"
"2646",1999,"horizon-HRN_292","region3","monmouth"
"2647",1999,"horizon-HRN_292","region3","perry"
"2648",1999,"kruger_seed_co-K_299_RR/SCN","region3","monmouth"
"2649",1999,"kruger_seed_co-K_299_RR/SCN","region3","perry"
"2650",1999,"lg_seeds-LG_6278_CRR","region3","monmouth"
"2651",1999,"lg_seeds-LG_6278_CRR","region3","perry"
"2652",1999,"lg_seeds-LG_6284_RR","region3","monmouth"
"2653",1999,"lg_seeds-LG_6284_RR","region3","perry"
"2654",1999,"prairie_brand_seed_co-PB_2932_NRR","region3","monmouth"
"2655",1999,"prairie_brand_seed_co-PB_2932_NRR","region3","perry"
"2656",1999,"prairie_stream_farms-PSF_2798_RR","region3","monmouth"
"2657",1999,"prairie_stream_farms-PSF_2798_RR","region3","perry"
"2658",1999,"stine_seed_co-2892_4","region3","monmouth"
"2659",1999,"stine_seed_co-2892_4","region3","perry"
"2660",1999,"stine_seed_co-2901_4","region3","monmouth"
"2661",1999,"stine_seed_co-2901_4","region3","perry"
"2662",1999,"wilfarm-WF_290_RR","region3","monmouth"
"2663",1999,"wilfarm-WF_290_RR","region3","perry"
"2698",1999,"agripro_seeds-2949_RR","region2","monmouth"
"2699",1999,"agripro_seeds-2949_RR","region2","urbana"
"2700",1999,"asgrow_seed_co-AG_2903","region2","monmouth"
"2701",1999,"asgrow_seed_co-AG_2903","region2","urbana"
"2702",1999,"becks_hybrids-302_RR","region2","monmouth"
"2703",1999,"becks_hybrids-302_RR","region2","urbana"
"2704",1999,"callahan_seeds-9282_RR","region2","monmouth"
"2705",1999,"callahan_seeds-9282_RR","region2","urbana"
"2706",1999,"cargill-B254_RR","region2","monmouth"
"2707",1999,"cargill-B254_RR","region2","urbana"
"2708",1999,"cargill-B284_RR","region2","monmouth"
"2709",1999,"cargill-B284_RR","region2","urbana"
"2710",1999,"dairyland_seed_co-DSR_293_RR","region2","monmouth"
"2711",1999,"dairyland_seed_co-DSR_293_RR","region2","urbana"
"2712",1999,"dairyland_seed_co-DST_2336_RR","region2","monmouth"
"2713",1999,"dairyland_seed_co-DST_2336_RR","region2","urbana"
"2714",1999,"dekalb_genetics_corp-CX_285_RR","region2","monmouth"
"2715",1999,"dekalb_genetics_corp-CX_285_RR","region2","urbana"
"2716",1999,"garst_seed_co-D_294_RR/N","region2","monmouth"
"2717",1999,"garst_seed_co-D_294_RR/N","region2","urbana"
"2718",1999,"great_lakes_hybrids-GL_2700_RR","region2","monmouth"
"2719",1999,"great_lakes_hybrids-GL_2700_RR","region2","urbana"
"2720",1999,"great_lakes_hybrids-GL_2809_RR","region2","monmouth"
"2721",1999,"great_lakes_hybrids-GL_2809_RR","region2","urbana"
"2722",1999,"growmark-RT_2985","region2","monmouth"
"2723",1999,"growmark-RT_2985","region2","urbana"
"2724",1999,"horizon-HRN_292","region2","monmouth"
"2725",1999,"horizon-HRN_292","region2","urbana"
"2726",1999,"kruger_seed_co-K_299_RR","region2","monmouth"
"2727",1999,"kruger_seed_co-K_299_RR","region2","urbana"
"2728",1999,"kruger_seed_co-K_299_RR/SCN","region2","monmouth"
"2729",1999,"kruger_seed_co-K_299_RR/SCN","region2","urbana"
"2730",1999,"lg_seeds-LG_6278_CRR","region2","monmouth"
"2731",1999,"lg_seeds-LG_6278_CRR","region2","urbana"
"2732",1999,"lg_seeds-LG_6284_RR","region2","monmouth"
